pole_id,lat,lon,feeder_id,dt_id,seq_on_line,parent_pole_id,pole_type,ward,pincode,device_id
POL-CSV-0017,17.44508,78.385145,FDR-HYD-NORTH-01,TRF-NORTH-01,17,POL-CSV-0016,SUSPENSION,Ward-4,500090,DEV-CSV-0017
POL-CSV-0018,17.445354,78.385424,FDR-HYD-NORTH-01,TRF-NORTH-01,18,POL-CSV-0017,TENSION,Ward-5,500090,DEV-CSV-0018
POL-CSV-0019,17.445741,78.385745,FDR-HYD-NORTH-01,TRF-NORTH-01,19,POL-CSV-0018,JUNCTION,Ward-14,500032,DEV-CSV-0019
POL-CSV-0020,17.446038,78.386049,FDR-HYD-NORTH-01,TRF-NORTH-01,20,POL-CSV-0019,TENSION,Ward-7,500081,DEV-CSV-0020
POL-CSV-0021,17.446345,78.386329,FDR-HYD-NORTH-01,TRF-NORTH-01,21,POL-CSV-0020,SUSPENSION,Ward-13,500001,DEV-CSV-0021
POL-CSV-0022,17.446591,78.386584,FDR-HYD-NORTH-01,TRF-NORTH-01,22,POL-CSV-0021,SUSPENSION,Ward-3,500090,DEV-CSV-0022
POL-CSV-0023,17.446907,78.386927,FDR-HYD-NORTH-01,TRF-NORTH-01,23,POL-CSV-0022,SUSPENSION,Ward-1,500084,DEV-CSV-0023
POL-CSV-0024,17.44719,78.387219,FDR-HYD-NORTH-01,TRF-NORTH-01,24,POL-CSV-0023,SUSPENSION,Ward-4,500084,DEV-CSV-0024
POL-CSV-0025,17.447515,78.387463,FDR-HYD-NORTH-01,TRF-NORTH-01,25,POL-CSV-0024,SUSPENSION,Ward-8,500032,DEV-CSV-0025
POL-CSV-0026,17.447824,78.387777,FDR-HYD-NORTH-01,TRF-NORTH-01,26,POL-CSV-0025,SUSPENSION,Ward-4,500090,
POL-CSV-0027,17.448084,78.388082,FDR-HYD-NORTH-01,TRF-NORTH-01,27,POL-CSV-0026,SUSPENSION,Ward-7,500090,DEV-CSV-0027
POL-CSV-0028,17.448437,78.388414,FDR-HYD-NORTH-01,TRF-NORTH-01,28,POL-CSV-0027,TENSION,Ward-11,500084,DEV-CSV-0028
POL-CSV-0029,17.44873,78.388723,FDR-HYD-NORTH-01,TRF-NORTH-01,29,POL-CSV-0028,SUSPENSION,Ward-3,500001,DEV-CSV-0029
POL-CSV-0030,17.448951,78.389036,FDR-HYD-NORTH-01,TRF-NORTH-01,30,POL-CSV-0029,SUSPENSION,Ward-7,500081,DEV-CSV-0030
POL-CSV-0031,17.449338,78.389308,FDR-HYD-NORTH-01,TRF-NORTH-01,31,POL-CSV-0030,SUSPENSION,Ward-6,500001,DEV-CSV-0031
POL-CSV-0032,17.449554,78.389582,FDR-HYD-NORTH-01,TRF-NORTH-01,32,POL-CSV-0031,JUNCTION,Ward-15,500084,DEV-CSV-0032
POL-CSV-0033,17.449884,78.389942,FDR-HYD-NORTH-01,TRF-NORTH-01,33,POL-CSV-0032,SUSPENSION,Ward-6,500090,DEV-CSV-0033
POL-CSV-0034,17.450213,78.390181,FDR-HYD-NORTH-01,TRF-NORTH-01,34,POL-CSV-0033,JUNCTION,Ward-2,500084,DEV-CSV-0034
POL-CSV-0035,17.450534,78.390531,FDR-HYD-NORTH-01,TRF-NORTH-01,35,POL-CSV-0034,TENSION,Ward-1,500084,DEV-CSV-0035
POL-CSV-0036,17.450833,78.390811,FDR-HYD-NORTH-01,TRF-NORTH-01,36,POL-CSV-0035,TENSION,Ward-14,500001,DEV-CSV-0036
POL-CSV-0037,17.451138,78.391139,FDR-HYD-NORTH-01,TRF-NORTH-01,37,POL-CSV-0036,JUNCTION,Ward-15,500032,DEV-CSV-0037
POL-CSV-0038,17.451408,78.391419,FDR-HYD-NORTH-01,TRF-NORTH-01,38,POL-CSV-0037,SUSPENSION,Ward-2,500081,DEV-CSV-0038
POL-CSV-0039,17.451706,78.391709,FDR-HYD-NORTH-01,TRF-NORTH-01,39,POL-CSV-0038,SUSPENSION,Ward-10,500001,DEV-CSV-0039
POL-CSV-0040,17.451973,78.392031,FDR-HYD-NORTH-01,TRF-NORTH-01,40,POL-CSV-0039,TENSION,Ward-12,500001,DEV-CSV-0040
POL-CSV-0041,17.452256,78.392331,FDR-HYD-NORTH-01,TRF-NORTH-01,41,POL-CSV-0040,TENSION,Ward-2,500081,DEV-CSV-0041
POL-CSV-0042,17.452636,78.392618,FDR-HYD-NORTH-01,TRF-NORTH-01,42,POL-CSV-0041,SUSPENSION,Ward-1,500001,DEV-CSV-0042
POL-CSV-0043,17.452924,78.392861,FDR-HYD-NORTH-01,TRF-NORTH-01,43,POL-CSV-0042,TENSION,Ward-2,500001,DEV-CSV-0043
POL-CSV-0044,17.45319,78.393224,FDR-HYD-NORTH-01,TRF-NORTH-01,44,POL-CSV-0043,SUSPENSION,Ward-5,500081,DEV-CSV-0044
POL-CSV-0045,17.453496,78.393455,FDR-HYD-NORTH-01,TRF-NORTH-01,45,POL-CSV-0044,SUSPENSION,Ward-9,500081,DEV-CSV-0045
POL-CSV-0046,17.453762,78.393813,FDR-HYD-NORTH-01,TRF-NORTH-01,46,POL-CSV-0045,SUSPENSION,Ward-7,500090,DEV-CSV-0046
POL-CSV-0047,17.45409,78.394119,FDR-HYD-NORTH-01,TRF-NORTH-01,47,POL-CSV-0046,TENSION,Ward-6,500032,DEV-CSV-0047
POL-CSV-0048,17.454384,78.394436,FDR-HYD-NORTH-01,TRF-NORTH-01,48,POL-CSV-0047,SUSPENSION,Ward-15,500084,DEV-CSV-0048
POL-CSV-0049,17.454734,78.394658,FDR-HYD-NORTH-01,TRF-NORTH-01,49,POL-CSV-0048,SUSPENSION,Ward-13,500081,
POL-CSV-0050,17.454994,78.394962,FDR-HYD-NORTH-01,TRF-NORTH-01,50,POL-CSV-0049,SUSPENSION,Ward-5,500081,DEV-CSV-0050
POL-CSV-0051,17.455333,78.395314,FDR-HYD-NORTH-01,TRF-NORTH-01,51,POL-CSV-0050,JUNCTION,Ward-1,500084,
POL-CSV-0052,17.455642,78.395596,FDR-HYD-NORTH-01,TRF-NORTH-01,52,POL-CSV-0051,SUSPENSION,Ward-4,500084,DEV-CSV-0052
POL-CSV-0053,17.455938,78.395919,FDR-HYD-NORTH-01,TRF-NORTH-01,53,POL-CSV-0052,SUSPENSION,Ward-14,500090,DEV-CSV-0053
POL-CSV-0054,17.45619,78.396172,FDR-HYD-NORTH-01,TRF-NORTH-01,54,POL-CSV-0053,SUSPENSION,Ward-6,500081,DEV-CSV-0054
POL-CSV-0055,17.456461,78.396474,FDR-HYD-NORTH-01,TRF-NORTH-01,55,POL-CSV-0054,SUSPENSION,Ward-6,500090,DEV-CSV-0055
POL-CSV-0056,17.456804,78.396761,FDR-HYD-NORTH-01,TRF-NORTH-01,56,POL-CSV-0055,TENSION,Ward-11,500032,DEV-CSV-0056
POL-CSV-0057,17.457104,78.397092,FDR-HYD-NORTH-01,TRF-NORTH-01,57,POL-CSV-0056,JUNCTION,Ward-1,500081,DEV-CSV-0057
POL-CSV-0058,17.457438,78.39743,FDR-HYD-NORTH-01,TRF-NORTH-01,58,POL-CSV-0057,SUSPENSION,Ward-9,500032,DEV-CSV-0058
POL-CSV-0059,17.457654,78.397719,FDR-HYD-NORTH-01,TRF-NORTH-01,59,POL-CSV-0058,JUNCTION,Ward-15,500001,DEV-CSV-0059
POL-CSV-0060,17.457961,78.397982,FDR-HYD-NORTH-01,TRF-NORTH-01,60,POL-CSV-0059,JUNCTION,Ward-6,500032,DEV-CSV-0060
POL-CSV-0061,17.458311,78.398257,FDR-HYD-NORTH-01,TRF-NORTH-01,61,POL-CSV-0060,SUSPENSION,Ward-4,500001,DEV-CSV-0061
POL-CSV-0062,17.458636,78.398587,FDR-HYD-NORTH-01,TRF-NORTH-01,62,POL-CSV-0061,JUNCTION,Ward-6,500032,DEV-CSV-0062
POL-CSV-0063,17.458899,78.39893,FDR-HYD-NORTH-01,TRF-NORTH-01,63,POL-CSV-0062,SUSPENSION,Ward-5,500081,DEV-CSV-0063
POL-CSV-0064,17.459215,78.399226,FDR-HYD-NORTH-01,TRF-NORTH-01,64,POL-CSV-0063,TENSION,Ward-15,500090,DEV-CSV-0064
POL-CSV-0065,17.459541,78.399452,FDR-HYD-NORTH-01,TRF-NORTH-01,65,POL-CSV-0064,SUSPENSION,Ward-15,500032,
POL-CSV-0066,17.459805,78.399754,FDR-HYD-NORTH-01,TRF-NORTH-01,66,POL-CSV-0065,SUSPENSION,Ward-10,500090,DEV-CSV-0066
POL-CSV-0067,17.444325,78.384258,FDR-HYD-NORTH-01,TRF-NORTH-02,1,,TRANSFORMER_POLE,Ward-15,500090,DEV-CSV-0067
POL-CSV-0068,17.444617,78.384587,FDR-HYD-NORTH-01,TRF-NORTH-02,2,POL-CSV-0067,SUSPENSION,Ward-11,500081,DEV-CSV-0068
POL-CSV-0069,17.444909,78.384879,FDR-HYD-NORTH-01,TRF-NORTH-02,3,POL-CSV-0068,JUNCTION,Ward-1,500081,DEV-CSV-0069
POL-CSV-0070,17.445179,78.385192,FDR-HYD-NORTH-01,TRF-NORTH-02,4,POL-CSV-0069,JUNCTION,Ward-1,500084,DEV-CSV-0070
POL-CSV-0071,17.445459,78.385476,FDR-HYD-NORTH-01,TRF-NORTH-02,5,POL-CSV-0070,JUNCTION,Ward-9,500090,DEV-CSV-0071
POL-CSV-0072,17.44584,78.38576,FDR-HYD-NORTH-01,TRF-NORTH-02,6,POL-CSV-0071,SUSPENSION,Ward-15,500081,DEV-CSV-0072
POL-CSV-0073,17.446064,78.386137,FDR-HYD-NORTH-01,TRF-NORTH-02,7,POL-CSV-0072,SUSPENSION,Ward-8,500001,DEV-CSV-0073
POL-CSV-0074,17.446412,78.386369,FDR-HYD-NORTH-01,TRF-NORTH-02,8,POL-CSV-0073,TENSION,Ward-2,500081,DEV-CSV-0074
POL-CSV-0075,17.446703,78.386728,FDR-HYD-NORTH-01,TRF-NORTH-02,9,POL-CSV-0074,SUSPENSION,Ward-3,500032,DEV-CSV-0075
POL-CSV-0076,17.447012,78.387005,FDR-HYD-NORTH-01,TRF-NORTH-02,10,POL-CSV-0075,SUSPENSION,Ward-7,500090,DEV-CSV-0076
POL-CSV-0077,17.44727,78.387339,FDR-HYD-NORTH-01,TRF-NORTH-02,11,POL-CSV-0076,JUNCTION,Ward-2,500081,DEV-CSV-0077
POL-CSV-0078,17.447626,78.387616,FDR-HYD-NORTH-01,TRF-NORTH-02,12,POL-CSV-0077,SUSPENSION,Ward-13,500081,DEV-CSV-0078
POL-CSV-0079,17.447888,78.387879,FDR-HYD-NORTH-01,TRF-NORTH-02,13,POL-CSV-0078,SUSPENSION,Ward-13,500081,DEV-CSV-0079
POL-CSV-0080,17.448155,78.38817,FDR-HYD-NORTH-01,TRF-NORTH-02,14,POL-CSV-0079,SUSPENSION,Ward-6,500081,DEV-CSV-0080
POL-CSV-0081,17.448519,78.388485,FDR-HYD-NORTH-01,TRF-NORTH-02,15,POL-CSV-0080,TENSION,Ward-14,500090,DEV-CSV-0081
POL-CSV-0082,17.44879,78.388808,FDR-HYD-NORTH-01,TRF-NORTH-02,16,POL-CSV-0081,SUSPENSION,Ward-14,500032,DEV-CSV-0082
POL-CSV-0083,17.449145,78.389137,FDR-HYD-NORTH-01,TRF-NORTH-02,17,POL-CSV-0082,SUSPENSION,Ward-13,500081,DEV-CSV-0083
POL-CSV-0084,17.449364,78.389427,FDR-HYD-NORTH-01,TRF-NORTH-02,18,POL-CSV-0083,JUNCTION,Ward-4,500081,DEV-CSV-0084
POL-CSV-0085,17.449713,78.389703,FDR-HYD-NORTH-01,TRF-NORTH-02,19,POL-CSV-0084,SUSPENSION,Ward-3,500090,DEV-CSV-0085
POL-CSV-0086,17.449999,78.38996,FDR-HYD-NORTH-01,TRF-NORTH-02,20,POL-CSV-0085,SUSPENSION,Ward-7,500090,
POL-CSV-0087,17.450262,78.39028,FDR-HYD-NORTH-01,TRF-NORTH-02,21,POL-CSV-0086,SUSPENSION,Ward-11,500032,DEV-CSV-0087
POL-CSV-0088,17.450576,78.390556,FDR-HYD-NORTH-01,TRF-NORTH-02,22,POL-CSV-0087,TENSION,Ward-6,500084,DEV-CSV-0088
POL-CSV-0089,17.450949,78.390931,FDR-HYD-NORTH-01,TRF-NORTH-02,23,POL-CSV-0088,SUSPENSION,Ward-4,500001,DEV-CSV-0089
POL-CSV-0090,17.45124,78.391235,FDR-HYD-NORTH-01,TRF-NORTH-02,24,POL-CSV-0089,TENSION,Ward-2,500084,DEV-CSV-0090
POL-CSV-0091,17.451502,78.391543,FDR-HYD-NORTH-01,TRF-NORTH-02,25,POL-CSV-0090,TENSION,Ward-12,500032,DEV-CSV-0091
POL-CSV-0092,17.451811,78.391785,FDR-HYD-NORTH-01,TRF-NORTH-02,26,POL-CSV-0091,JUNCTION,Ward-3,500090,DEV-CSV-0092
POL-CSV-0093,17.452093,78.39208,FDR-HYD-NORTH-01,TRF-NORTH-02,27,POL-CSV-0092,SUSPENSION,Ward-3,500090,DEV-CSV-0093
POL-CSV-0094,17.452434,78.392395,FDR-HYD-NORTH-01,TRF-NORTH-02,28,POL-CSV-0093,SUSPENSION,Ward-4,500090,DEV-CSV-0094
POL-CSV-0095,17.452666,78.392695,FDR-HYD-NORTH-01,TRF-NORTH-02,29,POL-CSV-0094,SUSPENSION,Ward-13,500081,DEV-CSV-0095
POL-CSV-0096,17.452999,78.393027,FDR-HYD-NORTH-01,TRF-NORTH-02,30,POL-CSV-0095,SUSPENSION,Ward-3,500084,
POL-CSV-0097,17.453273,78.393335,FDR-HYD-NORTH-01,TRF-NORTH-02,31,POL-CSV-0096,SUSPENSION,Ward-3,500084,DEV-CSV-0097
POL-CSV-0098,17.453564,78.393568,FDR-HYD-NORTH-01,TRF-NORTH-02,32,POL-CSV-0097,SUSPENSION,Ward-15,500090,DEV-CSV-0098
POL-CSV-0099,17.453903,78.393868,FDR-HYD-NORTH-01,TRF-NORTH-02,33,POL-CSV-0098,JUNCTION,Ward-4,500001,DEV-CSV-0099
POL-CSV-0100,17.454238,78.394198,FDR-HYD-NORTH-01,TRF-NORTH-02,34,POL-CSV-0099,JUNCTION,Ward-12,500084,DEV-CSV-0100
POL-CSV-0101,17.454537,78.394524,FDR-HYD-NORTH-01,TRF-NORTH-02,35,POL-CSV-0100,SUSPENSION,Ward-6,500090,
POL-CSV-0102,17.454796,78.394783,FDR-HYD-NORTH-01,TRF-NORTH-02,36,POL-CSV-0101,SUSPENSION,Ward-15,500090,DEV-CSV-0102
POL-CSV-0103,17.455135,78.395122,FDR-HYD-NORTH-01,TRF-NORTH-02,37,POL-CSV-0102,SUSPENSION,Ward-1,500081,DEV-CSV-0103
POL-CSV-0104,17.455383,78.395448,FDR-HYD-NORTH-01,TRF-NORTH-02,38,POL-CSV-0103,TENSION,Ward-7,500084,DEV-CSV-0104
POL-CSV-0105,17.455708,78.395666,FDR-HYD-NORTH-01,TRF-NORTH-02,39,POL-CSV-0104,SUSPENSION,Ward-11,500081,DEV-CSV-0105
POL-CSV-0106,17.456035,78.395972,FDR-HYD-NORTH-01,TRF-NORTH-02,40,POL-CSV-0105,JUNCTION,Ward-2,500001,DEV-CSV-0106
POL-CSV-0107,17.456303,78.396286,FDR-HYD-NORTH-01,TRF-NORTH-02,41,POL-CSV-0106,TENSION,Ward-5,500084,DEV-CSV-0107
POL-CSV-0108,17.456576,78.396554,FDR-HYD-NORTH-01,TRF-NORTH-02,42,POL-CSV-0107,TENSION,Ward-2,500032,DEV-CSV-0108
POL-CSV-0109,17.456935,78.396937,FDR-HYD-NORTH-01,TRF-NORTH-02,43,POL-CSV-0108,JUNCTION,Ward-10,500084,DEV-CSV-0109
POL-CSV-0110,17.45717,78.397233,FDR-HYD-NORTH-01,TRF-NORTH-02,44,POL-CSV-0109,SUSPENSION,Ward-6,500090,DEV-CSV-0110
POL-CSV-0111,17.457525,78.397525,FDR-HYD-NORTH-01,TRF-NORTH-02,45,POL-CSV-0110,SUSPENSION,Ward-11,500032,DEV-CSV-0111
POL-CSV-0112,17.457843,78.397843,FDR-HYD-NORTH-01,TRF-NORTH-02,46,POL-CSV-0111,SUSPENSION,Ward-6,500032,DEV-CSV-0112
POL-CSV-0113,17.458122,78.398141,FDR-HYD-NORTH-01,TRF-NORTH-02,47,POL-CSV-0112,SUSPENSION,Ward-9,500032,DEV-CSV-0113
POL-CSV-0114,17.458435,78.398413,FDR-HYD-NORTH-01,TRF-NORTH-02,48,POL-CSV-0113,SUSPENSION,Ward-8,500032,DEV-CSV-0114
POL-CSV-0115,17.458727,78.398663,FDR-HYD-NORTH-01,TRF-NORTH-02,49,POL-CSV-0114,SUSPENSION,Ward-12,500090,DEV-CSV-0115
POL-CSV-0116,17.459045,78.398953,FDR-HYD-NORTH-01,TRF-NORTH-02,50,POL-CSV-0115,SUSPENSION,Ward-5,500081,DEV-CSV-0116
POL-CSV-0117,17.459317,78.399293,FDR-HYD-NORTH-01,TRF-NORTH-02,51,POL-CSV-0116,TENSION,Ward-3,500090,DEV-CSV-0117
POL-CSV-0118,17.459566,78.39964,FDR-HYD-NORTH-01,TRF-NORTH-02,52,POL-CSV-0117,SUSPENSION,Ward-3,500081,DEV-CSV-0118
POL-CSV-0119,17.459942,78.399889,FDR-HYD-NORTH-01,TRF-NORTH-02,53,POL-CSV-0118,SUSPENSION,Ward-12,500001,DEV-CSV-0119
POL-CSV-0120,17.460181,78.400239,FDR-HYD-NORTH-01,TRF-NORTH-02,54,POL-CSV-0119,SUSPENSION,Ward-10,500001,DEV-CSV-0120
POL-CSV-0121,17.460535,78.400526,FDR-HYD-NORTH-01,TRF-NORTH-02,55,POL-CSV-0120,JUNCTION,Ward-3,500084,
POL-CSV-0122,17.460756,78.400818,FDR-HYD-NORTH-01,TRF-NORTH-02,56,POL-CSV-0121,JUNCTION,Ward-14,500001,DEV-CSV-0122
POL-CSV-0123,17.46112,78.401137,FDR-HYD-NORTH-01,TRF-NORTH-02,57,POL-CSV-0122,SUSPENSION,Ward-8,500084,DEV-CSV-0123
POL-CSV-0124,17.461399,78.401352,FDR-HYD-NORTH-01,TRF-NORTH-02,58,POL-CSV-0123,TENSION,Ward-12,500084,DEV-CSV-0124
POL-CSV-0125,17.461679,78.401697,FDR-HYD-NORTH-01,TRF-NORTH-02,59,POL-CSV-0124,SUSPENSION,Ward-7,500090,DEV-CSV-0125
POL-CSV-0126,17.462043,78.402013,FDR-HYD-NORTH-01,TRF-NORTH-02,60,POL-CSV-0125,SUSPENSION,Ward-9,500081,
POL-CSV-0127,17.462315,78.402258,FDR-HYD-NORTH-01,TRF-NORTH-02,61,POL-CSV-0126,JUNCTION,Ward-12,500001,DEV-CSV-0127
POL-CSV-0128,17.462645,78.402554,FDR-HYD-NORTH-01,TRF-NORTH-02,62,POL-CSV-0127,SUSPENSION,Ward-3,500081,DEV-CSV-0128
POL-CSV-0129,17.462872,78.402939,FDR-HYD-NORTH-01,TRF-NORTH-02,63,POL-CSV-0128,TENSION,Ward-14,500081,DEV-CSV-0129
POL-CSV-0130,17.463181,78.403207,FDR-HYD-NORTH-01,TRF-NORTH-02,64,POL-CSV-0129,JUNCTION,Ward-15,500081,DEV-CSV-0130
POL-CSV-0131,17.46352,78.403489,FDR-HYD-NORTH-01,TRF-NORTH-02,65,POL-CSV-0130,SUSPENSION,Ward-10,500090,DEV-CSV-0131
POL-CSV-0132,17.463752,78.403789,FDR-HYD-NORTH-01,TRF-NORTH-02,66,POL-CSV-0131,SUSPENSION,Ward-12,500001,DEV-CSV-0132
POL-CSV-0133,17.448323,78.388322,FDR-HYD-NORTH-01,TRF-NORTH-03,,,TRANSFORMER_POLE,Ward-10,500084,DEV-CSV-0133
POL-CSV-0134,17.448605,78.388596,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-6,500032,DEV-CSV-0134
POL-CSV-0135,17.448941,78.38892,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-8,500090,DEV-CSV-0135
POL-CSV-0136,17.449227,78.389164,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-8,500001,DEV-CSV-0136
POL-CSV-0137,17.44951,78.389499,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-2,500032,DEV-CSV-0137
POL-CSV-0138,17.449786,78.389814,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-10,500084,DEV-CSV-0138
POL-CSV-0139,17.450061,78.390142,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-1,500084,DEV-CSV-0139
POL-CSV-0140,17.45039,78.390389,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-4,500032,
POL-CSV-0141,17.450723,78.390672,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-9,500032,DEV-CSV-0141
POL-CSV-0142,17.451009,78.391007,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-1,500090,DEV-CSV-0142
POL-CSV-0143,17.45129,78.391266,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-3,500081,DEV-CSV-0143
POL-CSV-0144,17.451624,78.391595,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-3,500084,DEV-CSV-0144
POL-CSV-0145,17.451887,78.39188,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-13,500032,DEV-CSV-0145
POL-CSV-0146,17.452178,78.392207,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-12,500081,DEV-CSV-0146
POL-CSV-0147,17.452527,78.392529,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-1,500084,DEV-CSV-0147
POL-CSV-0148,17.452763,78.392775,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-11,500032,DEV-CSV-0148
POL-CSV-0149,17.45307,78.393088,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-14,500084,DEV-CSV-0149
POL-CSV-0150,17.453442,78.39341,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-8,500090,
POL-CSV-0151,17.453651,78.393705,FDR-HYD-NORTH-01,TRF-NORTH-03,,,TENSION,Ward-4,500084,DEV-CSV-0151
POL-CSV-0152,17.453972,78.394013,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-11,500081,DEV-CSV-0152
POL-CSV-0153,17.454293,78.394305,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-7,500081,DEV-CSV-0153
POL-CSV-0154,17.454613,78.394611,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-4,500001,DEV-CSV-0154
POL-CSV-0155,17.454858,78.394906,FDR-HYD-NORTH-01,TRF-NORTH-03,,,TENSION,Ward-2,500001,DEV-CSV-0155
POL-CSV-0156,17.455159,78.395232,FDR-HYD-NORTH-01,TRF-NORTH-03,,,TENSION,Ward-10,500090,DEV-CSV-0156
POL-CSV-0157,17.455545,78.395528,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-10,500081,DEV-CSV-0157
POL-CSV-0158,17.455811,78.395753,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-14,500090,DEV-CSV-0158
POL-CSV-0159,17.456115,78.396116,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-12,500081,DEV-CSV-0159
POL-CSV-0160,17.456407,78.396416,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-6,500090,DEV-CSV-0160
POL-CSV-0161,17.456654,78.396744,FDR-HYD-NORTH-01,TRF-NORTH-03,,,JUNCTION,Ward-13,500090,DEV-CSV-0161
POL-CSV-0162,17.457038,78.397048,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-12,500081,DEV-CSV-0162
POL-CSV-0163,17.457337,78.397294,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-10,500084,DEV-CSV-0163
POL-CSV-0164,17.457626,78.397609,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-7,500081,DEV-CSV-0164
POL-CSV-0165,17.4579,78.397867,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-3,500081,DEV-CSV-0165
POL-CSV-0166,17.458242,78.398172,FDR-HYD-NORTH-01,TRF-NORTH-03,,,TENSION,Ward-7,500081,DEV-CSV-0166
POL-CSV-0167,17.458544,78.398482,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-12,500084,
POL-CSV-0168,17.458789,78.398798,FDR-HYD-NORTH-01,TRF-NORTH-03,,,SUSPENSION,Ward-7,500001,DEV-CSV-0168
